city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Kolomyia,Suspilne (Івано-Франківськ),Мітинг за поновлення на посаді ексміністра оборони Федорова. День чотирнадцятий,https://suspilne.media/ivano-frankivsk/1366896-miting-za-ponovlenna-na-posadi-eksministra-oboroni-fedorova-den-cotirnadcatij/,"29.07, 20:32","«До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт міста 6 серпня, 17:44 В Івано-Франківську вперше провели малоінвазивну операцію немовляті.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kremenchuk,Кременчуцька газета,У Кременчуці продовжуються «картонні» акції на підтримку Федорова,https://kg.ua/news/kremenchuk-ta-regioni/u-kremenchuci-prodovzhuyutsya-kartonni-akciyi-na-pidtrimku-fedorova,"29.07, 18:10",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kropyvnytskyi,Гречка (Кропивницький),«Президенту треба подарувати курси з тайм-менеджменту»: чому кропивничани продовжують «картонкові» протести - Гречка,https://gre4ka.info/suspilstvo/prezydentu-treba-podaruvaty-kursy-z-tajm-menedzhmentu-chomu-kropyvnychany-prodovzhuyut-kartonkovi-protesty/,"29.07, 09:51",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kropyvnytskyi,Доступ.Медіа,"""Повернення Федорова має значення"": у Кропивницькому відбувся черговий мітинг",https://dostyp.com.ua/novini/povernennya-fedorova-maye-znachennya-u-kropivnickomu-vidbuvsya-chergovij-miting/,"29.07, 21:19","«Перша акція протесту в Кропивницькому відбулася 16 липня , коли на площі Героїв Майдану зібралося близько 50 містян.»",<100,took place,own correspondent,власне видання,6 Aug
Kyiv,24 Канал,Мітинги по Україні тривають 13-й день поспіль: люди вимагають повернути Федорова до Міноборони,https://24tv.ua/protesti-za-fedorova-28-lipnya-ukrayintsi-znovu-mitinguyut-riznih_n3113605,"29.07, 08:33",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Censor.NET,В Україні 14-й день поспіль тривають масові мітинги проти відставки Федорова. ФОТОрепортаж,https://censor.net/ua/news/4015978/protesty-v-ukrayini-14-den-cherez-zvilnennya-fedorova,"29.07, 22:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,"Федоров назвав справжню причину своєї відставки, це не конфлікт із Сирським",https://nv.ua/ukr/ukraine/politics/vidstavka-fedorova-eksministr-poyasniv-spravzhnyu-prichinu-zmini-u-minoboroni-50628329.html,"29.07, 22:29",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,"Федоров заявив, що про кандидатуру Клименка дізнався лише незадовго до засідання фракції",https://nv.ua/ukr/ukraine/politics/vidstavka-fedorova-koli-zelenskiy-povidomiv-yomu-pro-kandidaturu-klimenka-50628337.html,"30.07, 00:01",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://nv.ua/ukr/ukraine/events/protesti-za-povernennya-fedorova-14-den-akciji-u-mistah-ukrajini-trivaye-50628318.html,"29.07, 22:06",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/?page\\u003d30,"29.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/?page\\u003d18,"29.07, 22:06",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/,"29.07, 22:31",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Полтава),"""Поверніть Федорова"": у Полтаві 29 липня знову відбулася акція протесту",https://suspilne.media/poltava/1367132-povernit-fedorova-u-poltavi-29-lipna-znovu-vidbulasa-akcia-protestu/,"29.07, 21:25",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Ужгород),В Ужгороді люди продовжують мітингувати за поновлення на посаді ексміністра оборони Федорова,https://suspilne.media/uzhhorod/1367106-v-uzgorodi-ludi-prodovzuut-mitinguvati-za-ponovlenna-na-posadi-eksministra-oboroni-fedorova/,"29.07, 20:22",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Громадське,У Києві вкотре вийшли на протести за повернення Федорова (ФОТО),https://hromadske.ua/suspilstvo/268520-u-kyyevi-vkotre-vyyshly-na-protesty-za-povernennia-fedorova-foto,"29.07, 21:35",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Українська правда,"100%: Федоров про те, чи готовий повернутись до Міністерства оборони",https://www.pravda.com.ua/news/2026/07/30/8046472/,"30.07, 01:43",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,24 Канал,Мітинги по Україні тривають 13-й день поспіль: люди вимагають повернути Федорова до Міноборони,https://24tv.ua/protesti-za-fedorova-28-lipnya-ukrayintsi-znovu-mitinguyut-riznih_n3113605,"29.07, 08:33",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,Громадське,У Києві вкотре вийшли на протести за повернення Федорова (ФОТО),https://hromadske.ua/suspilstvo/268520-u-kyyevi-vkotre-vyyshly-na-protesty-za-povernennia-fedorova-foto,"29.07, 21:35",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,Suspilne (Миколаїв),14 день поспіль миколаївці збираються на акцію на підтримку Федорова,https://suspilne.media/mykolaiv/1367082-14-den-pospil-mikolaivci-zbirautsa-na-akciu-na-pidtrimku-fedorova/,"29.07, 19:43",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Миколаїв),6 Aug
Odesa,Publika.ua,«Людей досі ігнорують». В Україні 14-й день поспіль тривають протести проти звільнення Михайла Федорова,https://www.publika.ua/rssnews/uanews/1365343/?page\\u003d30,"29.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
